"comfort","price","rooms_count","useful_surface","built_surface","construction_year","level","max_level","kitchens_count","bathrooms_count","parking_lots_count","balconies_count"
1,77500,3,75,85,2020,1,4,1,2,0,1
1,68900,2,59,77,2009,9,10,1,1,0,1
4,169000,3,78,83,2018,4,6,1,2,0,1
4,70952,2,60,75,2018,9,9,1,1,0,1
1,60500,2,55,66,2021,1,11,1,1,1,1
1,155000,2,57,75,2019,10,11,1,1,0,0
4,148000,3,85,114,2020,1,11,1,2,0,1
1,187000,3,80,124,2018,4,4,1,2,1,2
1,117000,2,58,65,2008,3,6,1,1,0,0
1,175000,4,107,135,1990,0,4,1,2,2,2
4,78091,2,61,65,2019,4,5,1,1,0,2
4,37600,1,37,57,2017,2,4,1,1,0,1
1,148000,3,71,85,1985,1,4,1,2,0,1
4,72500,1,43,58,2020,1,11,1,1,0,1
1,70040,1,44,55,2020,6,6,1,1,0,1
4,83282,2,65,77,2019,2,5,1,1,1,1
4,53525,2,55,65,2021,1,7,1,1,0,1
1,82797,2,51,75,2020,1,11,1,2,0,1
4,111500,3,81,97,2020,1,10,1,2,0,0
1,149000,4,82,95,1965,3,8,1,2,0,1
1,87628,2,58,65,2020,1,11,1,1,0,1
1,94900,3,75,110,2019,3,3,1,2,0,1
1,193000,5,112,120,1938,2,2,1,1,1,2
4,98000,2,54,65,2020,2,5,1,1,0,1
4,95000,2,54,70,2020,2,11,1,1,0,1
4,67520,3,80,92,2020,6,11,1,2,0,1
1,53000,2,60,75,2019,2,3,1,1,1,1
4,71651,2,60,76,2019,5,5,1,1,0,0
1,139900,3,70,85,1986,7,7,1,2,0,2
1,58300,2,42,51,2020,3,4,1,1,0,1
1,185000,3,125,145,2008,3,3,1,2,0,0
1,87900,3,93,107,1932,1,1,1,2,0,1
4,175000,3,82,95,2019,5,10,1,2,0,1
4,163500,3,81,115,2020,2,8,1,2,0,1
4,53000,1,40,46,2013,3,4,1,1,0,1
1,79000,2,56,63,2019,8,11,1,1,0,1
1,118440,2,58,75,2019,1,9,1,1,0,1
1,82000,3,73,85,1986,6,8,1,2,0,1
1,63660,2,73,83,2021,4,6,1,1,0,1
1,115000,4,88,119,1981,2,9,1,2,0,2
4,113000,3,87,100,2019,3,6,1,2,0,1
4,80000,1,47,57,2020,4,11,1,1,0,1
1,130000,3,69,75,1982,7,8,1,1,0,0
1,92111,2,57,64,2020,1,7,1,1,0,1
4,79009,2,62,74,2019,1,5,1,1,1,2
1,69900,2,48,48,2020,1,6,1,1,0,2
4,84500,1,47,61,2020,8,11,1,1,0,1
4,58000,2,43,52,2020,1,5,1,1,0,1
1,60900,2,60,67,2020,7,8,1,1,1,1
1,85000,2,50,60,1975,1,10,1,1,0,1
2,62200,3,67,75,1978,7,10,1,1,0,1
1,169900,3,84,120,1989,5,7,1,2,0,1
1,82000,2,56,63,2021,11,11,1,1,0,1
1,166140,2,59,93,2022,7,10,1,1,1,2
1,150000,3,78,93,2021,2,4,1,2,0,2
1,67500,2,47,56,1974,6,10,1,1,0,1
1,61950,2,53,64,2020,0,5,1,1,0,1
4,140800,3,97,116,2020,1,8,1,2,0,1
1,118790,2,68,81,2020,1,3,1,1,0,1
1,95000,3,90,100,1940,2,3,1,1,0,3
4,72860,3,81,94,2021,4,7,1,2,0,1
1,84000,2,59,67,2021,2,11,1,1,0,1
4,153000,3,85,114,2020,5,11,1,2,0,2
1,67500,2,56,60,1983,9,10,1,1,0,1
1,100600,2,62,72,2020,4,6,1,1,0,1
1,92900,2,58,63,1986,3,8,1,1,0,1
1,199000,2,63,72,2016,1,13,1,1,1,1
1,76415,1,45,56,2020,2,3,1,1,0,1
1,120000,3,94,110,2020,2,11,1,2,0,2
1,83200,3,62,80,2019,0,11,1,2,1,2
1,98500,3,70,70,1977,8,9,1,1,0,1
4,175000,4,116,139,2020,2,5,1,2,0,3
4,78900,2,64,80,2012,4,6,1,1,0,1
1,42811,2,46,54,2021,3,6,1,1,0,1
1,109000,3,84,95,2007,1,4,1,2,0,2
1,115000,3,64,70,1984,5,8,1,2,0,1
1,62000,2,51,55,1974,11,11,1,1,0,0
4,86600,2,61,74,2021,2,11,1,1,0,1
1,79700,2,60,81,2020,2,4,1,1,0,1
1,86900,2,68,79,2020,2,4,1,1,0,1
4,81000,1,47,60,2020,4,8,1,1,0,1
4,89999,3,86,106,2020,0,6,1,2,0,2
1,153300,3,64,89,2022,2,10,1,2,1,2
4,143170,3,85,95,2021,2,6,1,2,0,2
1,132000,2,50,55,2018,5,12,1,1,0,1
1,103000,3,72,84,2021,8,11,1,2,0,1
1,135000,3,68,72,1960,8,9,1,1,0,0
1,119340,2,44,64,2022,4,10,1,1,1,1
1,78500,3,69,86,2020,2,4,1,2,0,0
1,94000,1,43,51,2020,1,2,1,1,0,1
3,95000,2,55,75,2020,3,11,1,1,0,1
1,54900,2,61,75,2020,3,5,1,1,0,2
1,86000,3,84,100,2021,2,8,1,1,0,1
1,125000,2,52,70,1980,1,10,1,1,1,1
2,42500,2,38,45,1960,1,9,1,1,0,0
1,57000,2,44,58,2020,8,11,1,1,0,1
1,74000,2,50,50,1964,1,10,1,1,0,3
1,70900,2,64,75,1987,1,8,1,1,1,1
1,145000,4,127,170,2009,6,7,1,2,0,1
1,84500,2,58,72,2021,3,11,1,1,0,1
4,95000,2,54,66,2020,1,11,1,1,0,1
4,76904,2,87,97,2020,0,5,1,1,0,1
1,92000,2,57,65,1963,1,7,1,1,0,1
1,95090,2,69,79,2020,2,4,1,1,0,1
4,92000,2,50,69,2020,1,5,1,1,0,1
1,127110,2,48,67,2020,4,5,1,1,1,1
1,185310,3,77,103,2022,2,5,1,2,1,2
1,106000,2,54,60,1985,1,4,1,1,0,1
4,89430,4,106,126,2020,1,7,1,2,0,2
1,71500,3,84,90,2020,2,4,1,2,1,1
4,26900,1,32,42,2020,1,7,1,1,0,1
4,195000,3,85,105,1940,2,3,1,2,0,0
1,82250,2,52,64,2021,1,9,1,1,0,1
4,95000,2,54,66,2020,3,11,1,1,0,1
1,65000,2,63,75,2020,1,6,1,1,0,1
4,77000,1,43,58,2020,4,11,1,1,0,1
1,79000,2,55,63,2021,1,11,1,1,0,1
1,90000,3,76,85,1988,5,8,1,2,0,2
1,53000,2,51,62,2020,5,6,1,1,0,1
1,132000,3,84,105,2019,11,12,1,2,0,0
1,83500,2,50,57,1982,10,10,1,1,0,0
1,108500,3,91,105,2019,0,6,1,2,0,2
1,95000,4,110,143,1935,8,9,1,2,0,2
1,91500,4,84,94,1977,10,10,1,2,0,0
1,160000,5,146,165,1968,5,5,1,3,0,1
1,67000,1,47,47,2020,10,12,1,1,1,1
1,149001,3,110,120,1930,5,8,1,2,0,2
1,81076,1,50,60,2020,2,6,1,1,0,1
4,191500,3,78,87,2020,4,7,1,2,0,0
1,64000,1,37,44,1935,1,9,1,1,0,1
1,69550,2,64,79,2020,0,5,1,1,0,0
1,31500,1,39,49,2020,2,6,1,1,0,1
4,82000,1,47,61,2020,3,11,1,1,0,1
1,155000,3,133,150,2008,0,13,1,2,1,2
1,129000,2,72,83,1957,0,3,1,2,0,0
1,95900,3,71,93,2020,2,4,1,2,0,1
4,190000,3,90,110,2018,1,3,1,2,1,2
4,144550,2,56,68,2019,5,7,1,1,0,2
1,56500,2,56,67,2020,2,6,1,1,0,0
1,57000,1,37,45,1989,8,8,1,1,0,0
1,135000,4,77,85,1984,1,9,1,2,0,3
1,152500,4,106,127,1938,1,3,1,2,0,1
4,81392,2,64,77,2019,1,5,1,1,1,0
1,58800,1,38,47,2021,2,11,1,1,0,1
1,64699,3,80,92,2019,10,11,1,2,0,1
4,115000,2,50,62,2020,9,10,1,1,0,1
4,37900,1,38,44,2020,1,6,1,1,0,1
1,72900,2,52,55,1983,8,10,1,1,0,1
1,117000,3,73,77,1996,8,8,1,2,1,1
4,99590,2,101,127,2019,0,5,1,1,1,0
1,162590,2,59,93,2022,6,10,1,1,1,1
4,83900,3,81,110,2020,3,11,1,2,0,1
1,36500,1,33,37,1982,10,10,1,1,0,1
1,84000,2,59,67,2021,3,11,1,1,0,1
1,149000,3,142,176,2007,4,4,1,2,0,0
1,159900,3,88,98,1997,5,7,1,2,0,2
1,105000,4,103,113,1980,1,10,1,2,0,1
4,72860,3,80,94,2021,1,7,1,2,0,1
1,150000,3,70,84,2019,2,10,1,2,0,1
1,57000,2,56,75,2020,1,4,1,1,0,1
1,149000,3,70,84,2019,6,9,1,2,0,0
4,155500,3,85,104,2020,4,11,1,2,0,2
4,89000,1,42,51,2020,0,5,1,1,0,1
1,51071,2,60,68,2021,3,6,1,1,0,1
4,134500,3,93,105,2020,3,6,1,2,0,1
4,74190,3,89,105,2019,6,7,1,2,0,2
2,165000,3,65,70,1945,4,4,1,1,0,0
4,119000,2,54,67,2020,1,10,1,2,0,1
4,73521,2,62,78,2019,5,5,1,1,2,0
4,179000,3,76,95,2020,0,10,1,2,0,1
1,73900,2,64,82,2020,3,4,1,2,0,1
1,39000,1,38,51,2020,1,4,1,1,0,1
1,135000,2,64,67,1993,5,8,1,1,0,1
1,83500,2,58,73,2021,4,11,1,1,0,1
1,76000,2,52,58,1958,3,3,1,1,0,1
4,135000,3,90,102,2009,4,13,1,2,0,1
4,68600,2,48,71,2020,1,3,1,1,0,0
1,41900,2,70,74,2016,6,6,1,1,0,0
1,148000,3,70,140,2020,2,8,1,2,0,1
1,39800,1,38,45,2020,5,5,1,1,0,1
1,103000,2,50,55,1986,2,4,1,1,0,1
4,55600,2,46,53,2020,1,5,1,1,1,1
1,162000,4,108,120,2020,2,3,1,3,0,1
4,93000,2,66,77,2010,2,4,1,1,0,1
4,185000,3,72,130,2013,0,6,1,2,0,0
1,102000,3,77,88,2021,5,11,1,2,0,1
1,156000,3,86,98,1934,5,5,1,2,0,2
4,153000,3,85,114,2020,8,11,1,2,0,2
4,98800,2,52,71,2021,4,9,1,1,0,1
1,66000,3,64,75,2021,2,6,1,2,0,1
1,82000,2,57,64,2021,11,11,1,1,0,1
1,116340,2,49,77,2022,1,10,1,1,1,2
1,164000,4,91,111,2017,5,5,1,2,2,1
1,82000,2,56,64,2021,4,11,1,1,0,1
1,129340,2,50,70,2022,5,5,1,1,1,1
3,155000,3,113,140,2016,2,3,1,2,1,1
1,87900,3,90,112,2011,6,6,2,1,1,0
4,157500,3,85,104,2020,8,11,1,2,0,2
1,125000,3,85,115,2007,2,4,1,2,1,0
1,69000,2,55,65,1988,5,10,1,1,1,1
1,85000,2,63,70,1970,0,4,1,1,0,1
1,71900,2,63,76,2019,1,4,1,1,1,1
1,88000,3,70,75,1935,1,6,1,1,0,1
1,84000,2,59,66,2020,2,11,1,1,0,1
1,86000,4,78,98,1974,0,4,1,2,1,1
1,55000,1,36,45,2001,7,7,1,1,0,1
4,165000,3,104,121,2010,2,3,1,2,0,2
4,78145,2,61,61,2019,4,5,1,1,0,1
1,67000,1,54,54,1984,6,10,1,1,0,1
1,77900,1,47,47,2015,2,5,1,1,1,1
1,61000,2,50,70,1968,6,10,1,1,0,1
4,117600,3,63,86,2020,2,5,1,1,0,1
1,140000,3,77,80,1987,1,8,1,2,0,1
1,145000,3,77,77,1992,6,8,1,2,0,0
1,65000,2,58,68,1978,8,8,1,1,0,0
1,63500,1,33,45,2019,4,11,1,1,0,1
4,149000,4,90,96,1947,2,6,1,2,0,2
4,65000,2,62,75,2020,3,6,1,1,0,1
4,68095,2,59,72,2021,2,6,1,1,0,1
1,51200,1,36,45,2020,1,4,1,1,0,1
1,45500,1,36,38,1976,6,10,1,1,0,1
4,159373,2,52,125,2022,10,10,1,1,1,2
1,84000,2,77,103,2021,3,7,1,1,0,1
1,69300,2,50,62,2020,1,4,1,1,0,1
2,60000,3,49,49,1976,7,10,1,1,1,1
4,74000,3,71,97,2020,2,11,1,2,0,1
1,78000,2,64,72,1961,4,9,1,1,0,4
1,56000,2,42,51,2020,5,5,1,1,0,1
4,59000,2,58,68,2020,1,7,1,1,0,1
1,154999,4,90,100,1993,2,8,1,2,2,2
1,159900,4,90,110,1981,6,10,1,2,0,2
4,59000,2,53,67,2019,0,3,1,1,0,1
1,176660,3,64,89,2022,9,10,1,2,1,2
1,75000,2,51,57,1968,8,10,1,1,0,1
1,140000,3,62,67,1962,17,17,1,1,0,2
4,80636,2,63,80,2019,4,5,1,1,1,1
4,95000,2,54,71,2020,2,11,1,1,0,1
1,54000,3,79,100,2008,3,3,1,2,1,1
4,74190,3,88,104,2020,1,7,1,2,0,1
4,79832,2,65,81,2020,5,5,1,1,1,0
1,56500,2,56,67,2020,4,6,1,1,0,0
2,43500,2,40,46,1970,3,6,1,1,0,1
4,89800,2,55,72,2020,10,10,1,1,0,1
4,95000,2,54,66,2020,2,11,1,1,0,1
1,55000,1,38,46,1998,0,8,1,1,1,0
1,92985,3,71,93,2018,5,5,1,2,1,1
1,158000,3,77,85,2020,1,5,1,2,0,1
4,118000,2,58,66,2021,3,11,1,1,0,1
4,89999,3,86,106,2020,0,6,1,2,0,2
1,148000,5,92,109,1984,7,10,1,2,1,2
4,92000,2,55,72,2020,0,5,1,1,0,1
4,155000,2,71,100,2011,11,16,1,2,0,1
1,57200,1,36,53,2020,1,4,1,1,0,1
1,47900,3,64,72,2020,7,7,1,2,1,2
4,39335,1,42,51,2021,1,7,1,1,0,1
1,125000,4,92,100,1988,8,8,1,2,0,2
1,129500,2,57,68,2019,1,10,1,1,0,1
1,32900,1,33,40,2021,1,5,1,1,0,1
1,68000,2,61,75,1982,0,8,1,1,0,1
1,123000,2,65,89,1994,8,8,1,1,0,2
4,82650,3,67,77,2021,6,6,1,2,0,1
4,76500,1,43,58,2020,6,11,1,1,0,1
4,127000,3,78,93,2016,5,5,1,2,0,1
4,155000,3,95,117,2010,0,5,1,2,1,0
1,169000,3,95,105,1940,2,3,1,2,0,1
1,95500,2,73,87,2020,8,11,1,1,0,1
1,105900,3,70,80,1987,1,10,1,2,0,0
4,78500,1,43,58,2020,8,11,1,1,0,1
1,82000,2,56,64,2021,9,11,1,1,0,1
1,91450,3,81,96,2020,1,5,1,2,0,1
1,139000,4,85,85,1984,6,8,1,2,0,0
1,70500,2,69,78,2020,0,5,1,1,0,1
4,121000,2,51,76,2020,4,10,1,2,0,1
1,80500,3,66,83,2020,1,5,1,2,1,0
1,84000,2,59,66,2020,1,11,1,1,0,1
1,57000,2,50,55,1972,5,10,1,1,0,1
4,180000,2,75,93,2009,0,2,1,1,1,0
1,129500,3,172,180,2017,3,3,1,2,0,2
1,63700,2,49,59,2020,3,3,1,1,0,1
1,76190,2,73,85,2020,2,3,1,1,0,1
1,67500,2,52,65,1974,2,10,1,1,0,1
1,57048,2,57,65,2020,1,5,1,1,0,1
1,49500,2,45,50,1976,1,10,1,1,0,1
1,155000,3,105,115,2020,1,6,1,2,0,1
4,95000,3,99,119,2020,1,6,1,2,0,2
4,65238,3,75,85,2019,4,5,1,2,1,1
4,70860,3,78,91,2021,1,7,1,2,0,1
1,52900,2,64,74,2020,3,8,1,1,1,1
4,53525,2,55,65,2021,2,7,1,1,0,1
4,57000,2,55,67,2020,1,6,1,1,0,1
1,77300,3,65,66,1976,3,4,1,1,0,1
1,89900,3,74,74,1979,9,10,1,2,1,2
1,102000,3,78,88,2021,11,11,1,2,0,1
4,80811,2,63,76,2019,2,5,1,1,1,0
1,172018,2,59,124,2022,4,10,1,1,1,2
1,60000,2,54,58,1978,4,4,1,1,0,0
1,75000,4,80,83,1970,4,4,1,1,0,1
4,146000,3,81,95,2020,1,6,1,2,0,1
1,84000,2,60,67,2021,11,11,1,1,0,1
4,49000,2,53,80,2017,3,4,1,1,0,1
4,139000,3,100,135,2020,3,7,1,2,0,1
1,91450,3,81,96,2020,2,5,1,2,0,1
1,62800,2,57,61,2018,3,5,1,1,0,1
1,89000,2,40,42,1984,6,8,1,1,0,1
4,48000,2,65,75,2020,5,6,1,1,0,1
1,66500,2,53,65,2020,0,4,1,1,0,0
4,86000,2,71,84,2010,0,4,1,1,0,1
1,80000,4,80,88,1962,1,4,1,2,0,1
1,159900,4,96,105,1981,6,10,1,2,0,1
1,115000,2,42,42,1945,1,2,1,1,0,0
1,139000,3,73,90,2020,1,5,1,2,0,1
1,67000,3,54,61,1980,1,10,1,1,0,1
1,145500,3,79,110,2020,2,3,1,2,0,2
1,64900,2,50,60,1965,3,9,1,1,0,1
1,110000,4,92,97,2001,10,11,1,2,1,2
4,81311,2,64,80,2019,4,5,1,1,1,2
1,87500,4,80,88,1984,8,8,1,2,0,2
4,54000,2,56,67,2020,1,6,1,1,0,0
1,92985,3,71,93,2018,4,4,1,2,1,1
4,148000,3,85,104,2020,2,11,1,2,0,2
1,70000,2,48,48,2013,2,3,1,1,0,1
1,88000,3,57,66,1962,4,4,1,1,0,1
1,51000,2,50,55,1975,9,10,1,1,0,1
4,159035,3,72,98,2021,4,12,1,2,0,1
1,84950,2,70,107,2020,0,2,1,1,1,1
1,56000,1,42,50,1991,5,8,1,1,0,1
4,89430,4,106,126,2020,1,7,1,2,0,2
1,135000,3,68,75,1985,3,8,1,2,0,1
1,112990,2,50,62,2019,8,10,1,2,0,1
1,66000,2,51,60,1981,0,10,1,1,0,0
1,65000,2,63,73,2020,5,6,1,1,0,2
1,95000,3,75,84,1988,5,8,1,2,0,2
1,60000,2,50,50,1967,2,4,1,1,0,0
4,195000,3,73,150,2013,0,5,1,2,0,0
1,60000,3,61,66,1984,8,10,1,1,0,1
1,54800,1,42,50,1992,6,8,1,1,0,1
4,145000,2,67,80,2019,0,3,1,1,0,0
4,83214,2,65,73,2019,3,5,1,1,1,1
1,44000,1,42,47,2020,2,4,1,1,0,1
1,100000,2,53,58,2015,0,9,1,1,0,0
1,110000,3,75,75,1972,2,4,1,1,0,0
4,82500,1,45,60,2020,9,11,1,1,0,1
1,74000,2,75,83,1976,9,12,1,1,0,2
4,95000,2,55,75,2019,2,11,1,1,0,1
4,83282,2,65,76,2019,4,5,1,1,1,2
1,130000,2,63,71,1996,3,8,1,1,0,3
4,52100,2,66,73,2020,1,5,1,1,1,1
1,59800,2,53,65,1980,5,8,1,1,0,1
1,86000,2,61,73,2021,2,11,1,1,0,1
1,119000,3,70,75,1983,5,8,1,2,1,1
1,60573,2,65,73,2021,2,6,1,1,0,1
1,69000,2,50,63,1984,3,4,1,1,1,1
4,78604,2,61,77,2017,1,5,1,1,1,1
1,100000,2,53,72,2019,4,5,1,1,0,1
4,150000,4,114,140,2020,4,10,1,2,0,1
4,185000,3,90,110,2017,3,6,1,2,0,2
1,156950,3,64,89,2022,3,10,1,2,1,2
4,70860,3,78,91,2021,3,7,1,2,0,1
1,115000,4,92,105,1950,1,7,1,2,0,2
4,74000,1,43,58,2020,1,8,1,1,0,1
4,111500,3,75,90,2021,4,9,1,2,0,1
4,89500,2,58,85,2020,1,6,1,1,0,1
1,110700,3,71,114,2017,0,11,1,2,0,0
4,84500,1,48,65,2020,1,8,1,1,0,1
1,76500,3,76,86,2020,1,4,1,2,1,1
1,65000,2,54,59,1978,5,10,1,1,0,1
4,89800,2,62,74,2020,1,10,1,1,0,0
1,56000,2,52,52,1971,5,10,1,1,0,1
1,180000,3,64,93,2020,2,4,1,2,1,2
4,26900,1,31,38,2020,2,7,1,1,1,1
4,81000,1,47,60,2020,7,11,1,1,0,1
1,133000,4,75,90,1984,7,8,1,1,0,0
4,95000,2,55,75,2020,1,11,1,1,0,1
1,64800,2,56,67,2020,1,5,1,1,0,1
1,40000,2,47,48,2013,1,4,1,1,0,1
1,125000,3,65,77,1986,3,4,1,2,0,2
1,75900,3,66,69,1974,1,4,1,1,0,1
1,48500,1,33,33,1980,8,10,1,1,0,1
1,57200,1,36,54,2020,2,4,1,1,0,1
4,117000,3,76,87,1989,2,8,1,2,0,1
1,82000,2,56,63,2021,6,11,1,1,0,1
1,79000,3,70,70,1970,9,10,1,1,0,1
1,79000,2,56,63,2020,7,11,1,1,0,1
1,64800,2,57,70,2020,2,11,1,1,1,1
2,67499,4,60,67,1973,6,10,1,2,0,1
1,117000,3,73,80,1987,1,8,1,1,1,2
4,81081,2,64,80,2019,3,5,1,1,0,2
4,119500,3,88,102,2010,3,4,1,2,0,2
1,75500,2,47,64,2019,4,4,1,1,1,1
1,69000,3,56,72,2020,11,11,1,1,0,1
1,110000,5,172,230,2011,1,1,1,3,1,2
1,41900,1,42,51,2021,2,7,1,1,0,1
1,152142,3,78,108,2020,2,11,1,2,1,1
1,199000,3,88,111,2020,4,8,1,2,0,1
1,82500,3,77,89,2018,0,4,1,2,1,1
1,110446,3,55,73,2020,7,11,1,1,0,1
1,64500,2,70,82,2020,3,6,1,1,1,1
1,79900,3,102,202,2021,5,6,1,2,0,1
4,155000,3,103,103,2020,0,3,1,2,0,1
1,72900,3,72,81,2021,3,5,1,1,0,1
1,44000,1,41,50,2021,1,7,1,1,1,1
1,126000,3,78,103,2020,9,9,1,2,0,1
1,118965,2,56,72,2019,5,9,1,1,0,1
4,111300,2,51,64,2021,7,8,1,1,0,1
1,131000,3,82,104,2020,7,9,1,2,0,1
1,121505,2,56,72,2019,2,9,1,1,0,1
4,98800,2,72,72,2020,10,10,1,1,0,1
1,150000,3,78,94,2021,2,4,1,2,0,1
4,63525,2,55,62,2020,1,5,1,1,0,1
1,90300,2,60,72,2020,0,5,1,1,0,1
1,85000,2,56,69,2019,1,3,1,1,1,0
1,149000,3,82,145,2020,5,5,1,2,0,1
1,52500,2,49,64,2021,2,10,1,1,0,1
1,149000,3,88,133,2020,7,9,1,2,0,1
1,72100,3,85,92,2020,3,4,1,2,0,1
1,107000,2,57,69,2020,0,5,1,1,0,0
1,116000,3,75,98,2020,4,5,1,2,0,1
1,128000,3,83,102,2020,2,9,1,2,0,1
1,106000,2,60,65,2020,0,5,1,1,0,0
1,140000,3,74,94,2021,2,4,1,2,0,2
1,124000,3,82,106,2020,9,9,1,2,0,1
4,92000,2,62,73,2020,2,3,1,1,0,1
1,86060,2,66,79,2019,1,12,1,1,0,1
1,72900,2,41,54,2021,2,7,1,1,0,1
4,185600,3,79,97,2021,7,8,1,2,0,1
1,65000,2,52,63,2020,1,3,1,1,0,1
1,33900,1,32,36,2021,1,3,1,1,1,1
1,67000,1,37,39,1991,1,8,1,1,0,1
4,117000,2,92,103,2020,4,7,1,1,1,1
1,98000,4,80,105,1985,5,8,1,2,0,2
1,86060,2,66,77,2019,1,12,1,1,0,1
1,94600,2,57,85,2020,5,5,1,1,0,1
1,86900,2,55,74,2019,6,11,1,1,0,1
4,175000,4,140,140,2020,4,10,1,2,0,1
4,111300,2,51,64,2021,8,8,1,1,0,1
1,162481,3,84,109,2016,1,8,1,2,0,1
1,132000,3,98,120,1940,2,3,1,2,0,1
4,147000,3,78,94,1993,8,8,1,1,0,1
4,170900,3,70,85,1940,4,4,1,1,0,0
1,106000,3,73,77,1989,7,8,1,2,0,1
4,185600,3,79,97,2021,6,8,1,2,0,1
4,126900,3,78,94,2019,6,10,1,2,0,1
1,77420,3,63,98,2019,4,6,1,2,0,1
1,119000,4,80,94,1980,1,10,1,2,0,2
1,54000,2,55,55,2020,1,3,1,1,0,1
1,71500,3,80,91,2020,1,8,1,2,0,1
1,150000,3,77,81,2020,1,3,1,1,0,1
1,98500,2,64,64,2020,2,4,1,1,1,1
1,82250,2,52,76,2021,2,9,1,1,0,1
1,189000,3,85,95,2011,1,4,1,2,1,2
1,92000,3,64,73,1978,1,8,1,2,1,1
1,44000,1,41,51,2021,1,7,1,1,0,1
4,155000,3,77,84,2019,2,7,1,2,1,1
4,111300,2,51,64,2021,8,8,1,1,0,1
1,85000,2,54,59,1978,5,10,1,1,0,1
1,63500,2,52,64,1984,0,8,1,1,0,1
1,163000,3,113,135,1940,2,2,1,1,0,2
1,59000,2,50,55,1984,4,4,1,1,0,1
1,83500,3,85,98,2021,5,9,1,2,1,1
1,71334,3,77,77,2020,5,8,1,2,0,0
1,104000,2,62,62,1990,0,8,1,1,0,0
4,140000,2,61,78,2019,1,7,1,2,1,1
1,135000,2,48,55,2018,1,5,1,1,0,1
1,88000,2,50,62,2010,5,8,1,1,0,0
4,52000,2,43,50,2021,1,6,1,1,0,0
4,86500,3,70,85,2020,2,4,1,1,0,1
1,71200,3,69,69,2020,3,4,1,2,0,1
1,121000,4,122,148,2021,9,10,1,2,0,2
1,98000,2,50,55,1982,7,8,1,1,0,1
4,94500,2,64,70,2020,1,3,1,1,0,1
1,83000,2,53,58,2015,0,4,1,1,0,0
1,110000,3,61,80,1950,1,1,1,1,0,1
1,54990,1,31,35,1986,0,8,1,1,0,1
1,49500,2,52,61,2017,1,3,1,1,1,1
1,116900,2,63,74,2018,1,5,1,1,0,3
1,105000,2,67,146,2016,4,4,2,1,0,1
1,71500,2,50,60,1963,3,4,1,1,0,1
1,145000,3,75,100,1994,3,7,1,2,0,2
1,77700,4,79,85,1973,3,4,1,2,0,1
1,170000,3,94,108,2015,4,4,1,2,1,1
1,53450,2,49,54,2020,3,5,1,1,0,1
1,55650,2,46,58,2020,1,5,1,1,0,1
4,71500,2,53,70,2020,1,6,1,1,0,1
1,123500,3,117,135,2020,4,5,1,2,0,1
1,72000,2,58,58,1990,0,8,1,1,0,0
1,59500,2,57,60,1974,5,7,1,1,0,1
1,120000,4,119,180,2008,3,3,1,2,2,2
1,64900,2,46,48,1968,0,4,1,1,0,1
1,155000,2,77,92,2010,3,7,1,1,0,0
1,95500,2,73,87,2020,8,11,1,1,0,1
1,46870,1,42,52,2020,2,5,1,1,0,1
1,125000,4,95,115,2020,1,5,1,2,0,1
1,93500,3,71,93,2017,2,5,1,2,1,1
1,66500,3,69,72,1976,3,4,1,1,0,2
1,150000,3,95,109,2015,4,4,1,2,0,0
1,88500,4,85,95,1977,2,4,1,2,0,2
1,126500,3,87,107,2019,1,9,1,1,2,1
4,52900,2,64,77,2021,7,8,1,1,1,1
4,159650,3,135,150,2010,5,7,1,3,2,2
1,49900,2,50,60,2020,1,3,1,1,1,1
1,58500,2,46,50,2010,6,10,1,1,1,1
4,133000,3,104,125,2020,1,7,1,2,0,1
1,76000,3,70,85,1974,14,14,1,1,0,1
1,49400,2,48,58,2020,1,3,1,1,0,1
1,55000,2,45,45,2020,0,3,1,1,0,0
1,42500,2,48,58,2020,1,5,1,1,0,1
1,63100,2,63,72,2020,2,8,1,1,0,1
1,117900,3,45,60,2020,4,7,1,1,0,1
1,99000,2,65,78,2019,1,3,1,1,0,0
1,126000,2,51,63,2020,4,7,1,1,0,1
1,105000,3,68,68,1983,4,8,1,2,1,1
1,60000,3,56,80,1960,7,7,1,1,0,1
1,115000,3,78,87,1983,3,10,1,2,0,1
1,165000,3,132,149,1946,1,7,1,2,0,1
1,75000,3,68,81,1985,4,4,1,2,0,1
1,199000,4,100,135,2020,5,5,1,2,0,3
1,92500,3,76,85,1977,9,14,1,1,2,2
1,67000,3,66,70,1973,2,4,1,1,0,1
1,66000,2,48,55,1970,0,4,1,1,0,1
1,76000,1,47,51,2015,4,5,1,1,0,1
1,59500,2,55,65,2020,3,3,1,1,0,1
1,40700,1,41,49,2021,3,6,1,1,0,1
1,89000,3,82,91,2021,3,8,1,2,1,1
1,57000,1,40,48,1959,2,2,1,1,0,0
1,74900,3,70,81,2019,4,4,1,2,0,1
1,92759,3,73,73,1984,8,8,1,1,0,1
1,137000,4,85,95,1986,6,8,1,2,0,1
1,115000,3,52,55,1960,4,4,1,1,0,1
4,133688,2,55,79,2020,7,11,1,1,1,0
1,57248,2,72,82,2020,7,8,1,1,0,1
1,47160,2,59,66,2020,2,8,1,1,0,1
1,99000,2,60,60,2012,1,6,1,1,0,1
1,64000,2,61,80,2021,2,7,1,1,0,1
1,112000,2,64,70,2019,2,2,1,1,1,0
1,124000,3,104,110,2020,1,11,1,2,0,2
